code,desc
V74,Bus occupant injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
V74,Bus occupant injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
V74,Bus occupant injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
V74,Bus occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
V74,Bus occupant injured in collision with heavy transport vehicle or bus: Unspecified bus occupant injured in traffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Unspecified bus occupant injured in nontraffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
V75,Bus occupant injured in collision with railway train or railway vehicle: Driver injured in traffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
V75,Bus occupant injured in collision with railway train or railway vehicle: Unspecified bus occupant injured in traffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Unspecified bus occupant injured in nontraffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Person injured while boarding or alighting
V76,Bus occupant injured in collision with other nonmotor vehicle: Driver injured in traffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Passenger injured in traffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident
V76,Bus occupant injured in collision with other nonmotor vehicle: Unspecified bus occupant injured in traffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Driver injured in nontraffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Passenger injured in nontraffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Unspecified bus occupant injured in nontraffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Person injured while boarding or alighting
V77,Bus occupant injured in collision with fixed or stationary object: Driver injured in traffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Passenger injured in traffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident
V77,Bus occupant injured in collision with fixed or stationary object: Unspecified bus occupant injured in traffic accident
V78,Bus occupant injured in noncollision transport accident: Driver injured in nontraffic accident
V78,Bus occupant injured in noncollision transport accident: Passenger injured in nontraffic accident
V78,Bus occupant injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident
V78,Bus occupant injured in noncollision transport accident: Unspecified bus occupant injured in nontraffic accident
V78,Bus occupant injured in noncollision transport accident: Person injured while boarding or alighting
V78,Bus occupant injured in noncollision transport accident: Driver injured in traffic accident
V78,Bus occupant injured in noncollision transport accident: Passenger injured in traffic accident
V78,Bus occupant injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident
V78,Bus occupant injured in noncollision transport accident: Unspecified bus occupant injured in traffic accident
V79,Bus occupant injured in other and unspecified transport accidents: Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V79,Bus occupant injured in other and unspecified transport accidents: Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V79,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
V79,Bus occupant [any] injured in unspecified nontraffic accident
V79,Bus occupant injured in other and unspecified transport accidents: Driver injured in collision with other and unspecified motor vehicles in traffic accident
V79,Bus occupant injured in other and unspecified transport accidents: Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V79,Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident
V79,Bus occupant [any] injured in other specified transport accidents
V79,Bus occupant [any] injured in unspecified traffic accident
V80,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
V80,Rider or occupant injured in collision with pedestrian or animal
V80,Rider or occupant injured in collision with pedal cycle
V80,Rider or occupant injured in collision with two- or three-wheeled motor vehicle
V80,"Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus"
V80,Rider or occupant injured in collision with other specified motor vehicle
V80,Rider or occupant injured in collision with railway train or railway vehicle
V80,Rider or occupant injured in collision with other nonmotor vehicle
V80,Rider or occupant injured in collision with fixed or stationary object
V80,Rider or occupant injured in other and unspecified transport accidents
V81,Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
V81,Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident
V81,Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock
V81,Occupant of railway train or railway vehicle injured in collision with other object
V81,Person injured while boarding or alighting from railway train or railway vehicle
V81,Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
V81,Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle
V81,Occupant of railway train or railway vehicle injured in derailment without antecedent collision
V81,Occupant of railway train or railway vehicle injured in other specified railway accidents
V81,Occupant of railway train or railway vehicle injured in unspecified railway accident
V82,Occupant of streetcar injured in collision with motor vehicle in nontraffic accident
V82,Occupant of streetcar injured in collision with motor vehicle in traffic accident
V82,Occupant of streetcar injured in collision with or hit by rolling stock
V82,Occupant of streetcar injured in collision with other object
V82,Person injured while boarding or alighting from streetcar
V82,Occupant of streetcar injured by fall in streetcar
V82,Occupant of streetcar injured by fall from streetcar
V82,Occupant of streetcar injured in derailment without antecedent collision
V82,Occupant of streetcar injured in other specified transport accidents
V82,Occupant of streetcar injured in unspecified traffic accident
V83,Driver of special industrial vehicle injured in traffic accident
V83,Passenger of special industrial vehicle injured in traffic accident
V83,Person on outside of special industrial vehicle injured in traffic accident
V83,Unspecified occupant of special industrial vehicle injured in traffic accident
V83,Person injured while boarding or alighting from special industrial vehicle
V83,Driver of special industrial vehicle injured in nontraffic accident
V83,Passenger of special industrial vehicle injured in nontraffic accident
V83,Person on outside of special industrial vehicle injured in nontraffic accident
V83,Unspecified occupant of special industrial vehicle injured in nontraffic accident
V84,Driver of special agricultural vehicle injured in traffic accident
V84,Passenger of special agricultural vehicle injured in traffic accident
V84,Person on outside of special agricultural vehicle injured in traffic accident
V84,Unspecified occupant of special agricultural vehicle injured in traffic accident
V84,Person injured while boarding or alighting from special agricultural vehicle
V84,Driver of special agricultural vehicle injured in nontraffic accident
V84,Passenger of special agricultural vehicle injured in nontraffic accident
V84,Person on outside of special agricultural vehicle injured in nontraffic accident
V84,Unspecified occupant of special agricultural vehicle injured in nontraffic accident
V85,Driver of special construction vehicle injured in traffic accident
V85,Passenger of special construction vehicle injured in traffic accident
V85,Person on outside of special construction vehicle injured in traffic accident
V85,Unspecified occupant of special construction vehicle injured in traffic accident
V85,Person injured while boarding or alighting from special construction vehicle
V85,Driver of special construction vehicle injured in nontraffic accident
V85,Passenger of special construction vehicle injured in nontraffic accident
V85,Person on outside of special construction vehicle injured in nontraffic accident
V85,Unspecified occupant of special construction vehicle injured in nontraffic accident
V86,Driver of all-terrain or other off-road motor vehicle injured in traffic accident
V86,Passenger of all-terrain or other off-road motor vehicle injured in traffic accident
V86,Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident
V86,Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident
V86,Person injured while boarding or alighting from all-terrain or other off-road motor vehicle
V86,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86,Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86,Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident
V87,Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)
V87,Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
V87,Person injured in collision between car and pick-up truck or van (traffic)
V87,Person injured in collision between car and bus (traffic)
V87,Person injured in collision between car and heavy transport vehicle (traffic)
V87,Person injured in collision between heavy transport vehicle and bus (traffic)
V87,Person injured in collision between railway train or railway vehicle and car (traffic)
V87,Person injured in collision between other specified motor vehicles (traffic)
V87,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)
V87,Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic)
V88,"Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic"
V88,"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic"
V88,"Person injured in collision between car and pick-up truck or van, nontraffic"
V88,"Person injured in collision between car and bus, nontraffic"
V88,"Person injured in collision between car and heavy transport vehicle, nontraffic"
V88,"Person injured in collision between heavy transport vehicle and bus, nontraffic"
V88,"Person injured in collision between railway train or railway vehicle and car, nontraffic"
V88,"Person injured in collision between other specified motor vehicles, nontraffic"
V88,"Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic"
V88,"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic"
V89,"Person injured in unspecified motor-vehicle accident, nontraffic"
V89,"Person injured in unspecified nonmotor-vehicle accident, nontraffic"
V89,"Person injured in unspecified motor-vehicle accident, traffic"
V89,"Person injured in unspecified nonmotor-vehicle accident, traffic"
V89,Person injured in unspecified vehicle accident
V90,Accident to watercraft causing drowning and submersion: Merchant ship
V90,Accident to watercraft causing drowning and submersion: Passenger ship
V90,Accident to watercraft causing drowning and submersion: Fishing boat
V90,Accident to watercraft causing drowning and submersion: Other powered watercraft
V90,Accident to watercraft causing drowning and submersion: Sailboat
V90,Accident to watercraft causing drowning and submersion: Canoe or kayak
V90,Accident to watercraft causing drowning and submersion: Inflatable craft (nonpowered)
V90,Accident to watercraft causing drowning and submersion: Water-skis
V90,Accident to watercraft causing drowning and submersion: Other unpowered watercraft
V90,Accident to watercraft causing drowning and submersion: Unspecified watercraft
V91,Accident to watercraft causing other injury: Merchant ship
V91,Accident to watercraft causing other injury: Passenger ship
V91,Accident to watercraft causing other injury: Fishing boat
V91,Accident to watercraft causing other injury: Other powered watercraft
V91,Accident to watercraft causing other injury: Sailboat
V91,Accident to watercraft causing other injury: Canoe or kayak
V91,Accident to watercraft causing other injury: Inflatable craft (nonpowered)
V91,Accident to watercraft causing other injury: Water-skis
V91,Accident to watercraft causing other injury: Other unpowered watercraft
V91,Accident to watercraft causing other injury: Unspecified watercraft
V92,Water-transport-related drowning and submersion without accident to watercraft: Merchant ship
V92,Water-transport-related drowning and submersion without accident to watercraft: Passenger ship
V92,Water-transport-related drowning and submersion without accident to watercraft: Fishing boat
V92,Water-transport-related drowning and submersion without accident to watercraft: Other powered watercraft
V92,Water-transport-related drowning and submersion without accident to watercraft: Sailboat
V92,Water-transport-related drowning and submersion without accident to watercraft: Canoe or kayak
V92,Water-transport-related drowning and submersion without accident to watercraft: Inflatable craft (nonpowered)
V92,Water-transport-related drowning and submersion without accident to watercraft: Water-skis
V92,Water-transport-related drowning and submersion without accident to watercraft: Other unpowered watercraft
V92,Water-transport-related drowning and submersion without accident to watercraft: Unspecified watercraft
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Merchant ship"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Passenger ship"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Fishing boat"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other powered watercraft"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Sailboat"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Canoe or kayak"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Inflatable craft (nonpowered)"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Water-skis"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other unpowered watercraft"
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Unspecified watercraft"
V94,Other and unspecified water transport accidents: Merchant ship
V94,Other and unspecified water transport accidents: Passenger ship
V94,Other and unspecified water transport accidents: Fishing boat
V94,Other and unspecified water transport accidents: Other powered watercraft
V94,Other and unspecified water transport accidents: Sailboat
V94,Other and unspecified water transport accidents: Canoe or kayak
V94,Other and unspecified water transport accidents: Inflatable craft (nonpowered)
V94,Other and unspecified water transport accidents: Water-skis
V94,Other and unspecified water transport accidents: Other unpowered watercraft
V94,Other and unspecified water transport accidents: Unspecified watercraft
V95,Helicopter accident injuring occupant
V95,"Ultralight, microlight or powered-glider accident injuring occupant"
V95,"Accident to other private fixed-wing aircraft, injuring occupant"
V95,"Accident to commercial fixed-wing aircraft, injuring occupant"
V95,Spacecraft accident injuring occupant
V95,Other aircraft accidents injuring occupant
V95,Unspecified aircraft accident injuring occupant
V96,Balloon accident injuring occupant
V96,Hang-glider accident injuring occupant
V96,Glider (nonpowered) accident injuring occupant
V96,Other nonpowered-aircraft accidents injuring occupant
V96,Unspecified nonpowered-aircraft accident injuring occupant
V97,Occupant of aircraft injured in other specified air transport accidents
V97,Person injured while boarding or alighting from aircraft
V97,Parachutist injured in air transport accident
V97,Person on ground injured in air transport accident
V97,"Other air transport accidents, not elsewhere classified"
V98,Other specified transport accidents
V99,Unspecified transport accident
W00,Fall on same level involving ice and snow: Home
W00,Fall on same level involving ice and snow: Residential institution
W00,"Fall on same level involving ice and snow: School, other institution and public administrative area"
W00,Fall on same level involving ice and snow: Sports and athletics area
W00,Fall on same level involving ice and snow: Street and highway
W00,Fall on same level involving ice and snow: Trade and service area
W00,Fall on same level involving ice and snow: Industrial and construction area
W00,Fall on same level involving ice and snow: Farm
W00,Fall on same level involving ice and snow: Other specified places
W00,Fall on same level involving ice and snow: Unspecified place
W01,"Fall on same level from slipping, tripping and stumbling: Home"
W01,"Fall on same level from slipping, tripping and stumbling: Residential institution"
W01,"Fall on same level from slipping, tripping and stumbling: School, other institution and public administrative area"
W01,"Fall on same level from slipping, tripping and stumbling: Sports and athletics area"
W01,"Fall on same level from slipping, tripping and stumbling: Street and highway"
W01,"Fall on same level from slipping, tripping and stumbling: Trade and service area"
W01,"Fall on same level from slipping, tripping and stumbling: Industrial and construction area"
W01,"Fall on same level from slipping, tripping and stumbling: Farm"
W01,"Fall on same level from slipping, tripping and stumbling: Other specified places"
W01,"Fall on same level from slipping, tripping and stumbling: Unspecified place"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Home"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Residential institution"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: School, other institution and public administrative area"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Sports and athletics area"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Street and highway"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Trade and service area"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Industrial and construction area"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Farm"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Other specified places"
W02,"Fall involving ice-skates, skis, roller-skates or skateboards: Unspecified place"
W03,"Other fall on same level due to collision with, or pushing by, another person: Home"
W03,"Other fall on same level due to collision with, or pushing by, another person: Residential institution"
W03,"Other fall on same level due to collision with, or pushing by, another person: School, other institution and public administrative area"
W03,"Other fall on same level due to collision with, or pushing by, another person: Sports and athletics area"
W03,"Other fall on same level due to collision with, or pushing by, another person: Street and highway"
W03,"Other fall on same level due to collision with, or pushing by, another person: Trade and service area"
W03,"Other fall on same level due to collision with, or pushing by, another person: Industrial and construction area"
W03,"Other fall on same level due to collision with, or pushing by, another person: Farm"
W03,"Other fall on same level due to collision with, or pushing by, another person: Other specified places"
W03,"Other fall on same level due to collision with, or pushing by, another person: Unspecified place"
W04,Fall while being carried or supported by other persons: Home
W04,Fall while being carried or supported by other persons: Residential institution
W04,"Fall while being carried or supported by other persons: School, other institution and public administrative area"
W04,Fall while being carried or supported by other persons: Sports and athletics area
W04,Fall while being carried or supported by other persons: Street and highway
W04,Fall while being carried or supported by other persons: Trade and service area
W04,Fall while being carried or supported by other persons: Industrial and construction area
W04,Fall while being carried or supported by other persons: Farm
W04,Fall while being carried or supported by other persons: Other specified places
W04,Fall while being carried or supported by other persons: Unspecified place
W05,Fall involving wheelchair: Home
W05,Fall involving wheelchair: Residential institution
W05,"Fall involving wheelchair: School, other institution and public administrative area"
W05,Fall involving wheelchair: Sports and athletics area
W05,Fall involving wheelchair: Street and highway
W05,Fall involving wheelchair: Trade and service area
W05,Fall involving wheelchair: Industrial and construction area
W05,Fall involving wheelchair: Farm
W05,Fall involving wheelchair: Other specified places
W05,Fall involving wheelchair: Unspecified place
W06,Fall involving bed: Home
W06,Fall involving bed: Residential institution
W06,"Fall involving bed: School, other institution and public administrative area"
W06,Fall involving bed: Sports and athletics area
W06,Fall involving bed: Street and highway
W06,Fall involving bed: Trade and service area
W06,Fall involving bed: Industrial and construction area
W06,Fall involving bed: Farm
W06,Fall involving bed: Other specified places
W06,Fall involving bed: Unspecified place
W07,Fall involving chair: Home
W07,Fall involving chair: Residential institution
W07,"Fall involving chair: School, other institution and public administrative area"
W07,Fall involving chair: Sports and athletics area
W07,Fall involving chair: Street and highway
W07,Fall involving chair: Trade and service area
W07,Fall involving chair: Industrial and construction area
W07,Fall involving chair: Farm
W07,Fall involving chair: Other specified places
W07,Fall involving chair: Unspecified place
W08,Fall involving other furniture: Home
W08,Fall involving other furniture: Residential institution
W08,"Fall involving other furniture: School, other institution and public administrative area"
W08,Fall involving other furniture: Sports and athletics area
W08,Fall involving other furniture: Street and highway
W08,Fall involving other furniture: Trade and service area
W08,Fall involving other furniture: Industrial and construction area
W08,Fall involving other furniture: Farm
W08,Fall involving other furniture: Other specified places
W08,Fall involving other furniture: Unspecified place
W09,Fall involving playground equipment: Home
W09,Fall involving playground equipment: Residential institution
W09,"Fall involving playground equipment: School, other institution and public administrative area"
W09,Fall involving playground equipment: Sports and athletics area
W09,Fall involving playground equipment: Street and highway
W09,Fall involving playground equipment: Trade and service area
W09,Fall involving playground equipment: Industrial and construction area
W09,Fall involving playground equipment: Farm
W09,Fall involving playground equipment: Other specified places
W09,Fall involving playground equipment: Unspecified place
W10,Fall on and from stairs and steps: Home
W10,Fall on and from stairs and steps: Residential institution
W10,"Fall on and from stairs and steps: School, other institution and public administrative area"
W10,Fall on and from stairs and steps: Sports and athletics area
W10,Fall on and from stairs and steps: Street and highway
W10,Fall on and from stairs and steps: Trade and service area
W10,Fall on and from stairs and steps: Industrial and construction area
W10,Fall on and from stairs and steps: Farm
W10,Fall on and from stairs and steps: Other specified places
W10,Fall on and from stairs and steps: Unspecified place
W11,Fall on and from ladder: Home
W11,Fall on and from ladder: Residential institution
W11,"Fall on and from ladder: School, other institution and public administrative area"
W11,Fall on and from ladder: Sports and athletics area
W11,Fall on and from ladder: Street and highway
W11,Fall on and from ladder: Trade and service area
W11,Fall on and from ladder: Industrial and construction area
W11,Fall on and from ladder: Farm
W11,Fall on and from ladder: Other specified places
W11,Fall on and from ladder: Unspecified place
W12,Fall on and from scaffolding: Home
W12,Fall on and from scaffolding: Residential institution
W12,"Fall on and from scaffolding: School, other institution and public administrative area"
W12,Fall on and from scaffolding: Sports and athletics area
W12,Fall on and from scaffolding: Street and highway
W12,Fall on and from scaffolding: Trade and service area
W12,Fall on and from scaffolding: Industrial and construction area
W12,Fall on and from scaffolding: Farm
W12,Fall on and from scaffolding: Other specified places
W12,Fall on and from scaffolding: Unspecified place
W13,"Fall from, out of or through building or structure: Home"
W13,"Fall from, out of or through building or structure: Residential institution"
W13,"Fall from, out of or through building or structure: School, other institution and public administrative area"
W13,"Fall from, out of or through building or structure: Sports and athletics area"
W13,"Fall from, out of or through building or structure: Street and highway"
W13,"Fall from, out of or through building or structure: Trade and service area"
W13,"Fall from, out of or through building or structure: Industrial and construction area"
W13,"Fall from, out of or through building or structure: Farm"
W13,"Fall from, out of or through building or structure: Other specified places"
W13,"Fall from, out of or through building or structure: Unspecified place"
W14,Fall from tree: Home
W14,Fall from tree: Residential institution
W14,"Fall from tree: School, other institution and public administrative area"
W14,Fall from tree: Sports and athletics area
W14,Fall from tree: Street and highway
W14,Fall from tree: Trade and service area
W14,Fall from tree: Industrial and construction area
W14,Fall from tree: Farm
W14,Fall from tree: Other specified places
W14,Fall from tree: Unspecified place
W15,Fall from cliff: Home
W15,Fall from cliff: Residential institution
W15,"Fall from cliff: School, other institution and public administrative area"
W15,Fall from cliff: Sports and athletics area
W15,Fall from cliff: Street and highway
W15,Fall from cliff: Trade and service area
W15,Fall from cliff: Industrial and construction area
W15,Fall from cliff: Farm
W15,Fall from cliff: Other specified places
W15,Fall from cliff: Unspecified place
W16,Diving or jumping into water causing injury other than drowning or submersion: Home
W16,Diving or jumping into water causing injury other than drowning or submersion: Residential institution
W16,"Diving or jumping into water causing injury other than drowning or submersion: School, other institution and public administrative area"
W16,Diving or jumping into water causing injury other than drowning or submersion: Sports and athletics area
W16,Diving or jumping into water causing injury other than drowning or submersion: Street and highway
W16,Diving or jumping into water causing injury other than drowning or submersion: Trade and service area
W16,Diving or jumping into water causing injury other than drowning or submersion: Industrial and construction area
W16,Diving or jumping into water causing injury other than drowning or submersion: Farm
W16,Diving or jumping into water causing injury other than drowning or submersion: Other specified places
W16,Diving or jumping into water causing injury other than drowning or submersion: Unspecified place
W17,Other fall from one level to another: Home
W17,Other fall from one level to another: Residential institution
W17,"Other fall from one level to another: School, other institution and public administrative area"
W17,Other fall from one level to another: Sports and athletics area
W17,Other fall from one level to another: Street and highway
W17,Other fall from one level to another: Trade and service area
W17,Other fall from one level to another: Industrial and construction area
W17,Other fall from one level to another: Farm
W17,Other fall from one level to another: Other specified places
W17,Other fall from one level to another: Unspecified place
W18,Other fall on same level: Home
W18,Other fall on same level: Residential institution
W18,"Other fall on same level: School, other institution and public administrative area"
W18,Other fall on same level: Sports and athletics area
W18,Other fall on same level: Street and highway
W18,Other fall on same level: Trade and service area
W18,Other fall on same level: Industrial and construction area
W18,Other fall on same level: Farm
W18,Other fall on same level: Other specified places
W18,Other fall on same level: Unspecified place
W19,Unspecified fall: Home
W19,Unspecified fall: Residential institution
W19,"Unspecified fall: School, other institution and public administrative area"
W19,Unspecified fall: Sports and athletics area
W19,Unspecified fall: Street and highway
W19,Unspecified fall: Trade and service area
W19,Unspecified fall: Industrial and construction area
W19,Unspecified fall: Farm
W19,Unspecified fall: Other specified places
W19,Unspecified fall: Unspecified place
W20,"Struck by thrown, projected or falling object: Home"
W20,"Struck by thrown, projected or falling object: Residential institution"
W20,"Struck by thrown, projected or falling object: School, other institution and public administrative area"
W20,"Struck by thrown, projected or falling object: Sports and athletics area"
W20,"Struck by thrown, projected or falling object: Street and highway"
W20,"Struck by thrown, projected or falling object: Trade and service area"
W20,"Struck by thrown, projected or falling object: Industrial and construction area"
W20,"Struck by thrown, projected or falling object: Farm"
W20,"Struck by thrown, projected or falling object: Other specified places"
W20,"Struck by thrown, projected or falling object: Unspecified place"
W21,Striking against or struck by sports equipment: Home
W21,Striking against or struck by sports equipment: Residential institution
W21,"Striking against or struck by sports equipment: School, other institution and public administrative area"
W21,Striking against or struck by sports equipment: Sports and athletics area
W21,Striking against or struck by sports equipment: Street and highway
W21,Striking against or struck by sports equipment: Trade and service area
W21,Striking against or struck by sports equipment: Industrial and construction area
W21,Striking against or struck by sports equipment: Farm
W21,Striking against or struck by sports equipment: Other specified places
W21,Striking against or struck by sports equipment: Unspecified place
W22,Striking against or struck by other objects: Home
W22,Striking against or struck by other objects: Residential institution
W22,"Striking against or struck by other objects: School, other institution and public administrative area"
W22,Striking against or struck by other objects: Sports and athletics area
W22,Striking against or struck by other objects: Street and highway
W22,Striking against or struck by other objects: Trade and service area
W22,Striking against or struck by other objects: Industrial and construction area
W22,Striking against or struck by other objects: Farm
W22,Striking against or struck by other objects: Other specified places
W22,Striking against or struck by other objects: Unspecified place
W23,"Caught, crushed, jammed or pinched in or between objects: Home"
W23,"Caught, crushed, jammed or pinched in or between objects: Residential institution"
W23,"Caught, crushed, jammed or pinched in or between objects: School, other institution and public administrative area"
W23,"Caught, crushed, jammed or pinched in or between objects: Sports and athletics area"
W23,"Caught, crushed, jammed or pinched in or between objects: Street and highway"
W23,"Caught, crushed, jammed or pinched in or between objects: Trade and service area"
W23,"Caught, crushed, jammed or pinched in or between objects: Industrial and construction area"
W23,"Caught, crushed, jammed or pinched in or between objects: Farm"
W23,"Caught, crushed, jammed or pinched in or between objects: Other specified places"
W23,"Caught, crushed, jammed or pinched in or between objects: Unspecified place"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Home"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Residential institution"
W24,"Contact with lifting and transmission devices, not elsewhere classified: School, other institution and public administrative area"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Sports and athletics area"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Street and highway"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Trade and service area"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Industrial and construction area"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Farm"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Other specified places"
W24,"Contact with lifting and transmission devices, not elsewhere classified: Unspecified place"
W25,Contact with sharp glass: Home
W25,Contact with sharp glass: Residential institution
W25,"Contact with sharp glass: School, other institution and public administrative area"
W25,Contact with sharp glass: Sports and athletics area
W25,Contact with sharp glass: Street and highway
W25,Contact with sharp glass: Trade and service area
W25,Contact with sharp glass: Industrial and construction area
W25,Contact with sharp glass: Farm
W25,Contact with sharp glass: Other specified places
W25,Contact with sharp glass: Unspecified place
W26,Contact with other sharp object(s): Home
W26,Contact with other sharp object(s): Residential institution
W26,"Contact with other sharp object(s): School, other institution and public administrative area"
W26,Contact with other sharp object(s): Sports and athletics area
W26,Contact with other sharp object(s): Street and highway
W26,Contact with other sharp object(s): Trade and service area
W26,Contact with other sharp object(s): Industrial and construction area
W26,Contact with other sharp object(s): Farm
W26,Contact with other sharp object(s): Other specified places
W26,Contact with other sharp object(s): Unspecified place
W27,Contact with nonpowered hand tool: Home
W27,Contact with nonpowered hand tool: Residential institution
W27,"Contact with nonpowered hand tool: School, other institution and public administrative area"
W27,Contact with nonpowered hand tool: Sports and athletics area
W27,Contact with nonpowered hand tool: Street and highway
W27,Contact with nonpowered hand tool: Trade and service area
W27,Contact with nonpowered hand tool: Industrial and construction area
W27,Contact with nonpowered hand tool: Farm
W27,Contact with nonpowered hand tool: Other specified places
W27,Contact with nonpowered hand tool: Unspecified place
W28,Contact with powered lawnmower: Home
W28,Contact with powered lawnmower: Residential institution
W28,"Contact with powered lawnmower: School, other institution and public administrative area"
W28,Contact with powered lawnmower: Sports and athletics area
W28,Contact with powered lawnmower: Street and highway
W28,Contact with powered lawnmower: Trade and service area
W28,Contact with powered lawnmower: Industrial and construction area
W28,Contact with powered lawnmower: Farm
W28,Contact with powered lawnmower: Other specified places
W28,Contact with powered lawnmower: Unspecified place
W29,Contact with other powered hand tools and household machinery: Home
W29,Contact with other powered hand tools and household machinery: Residential institution
W29,"Contact with other powered hand tools and household machinery: School, other institution and public administrative area"
W29,Contact with other powered hand tools and household machinery: Sports and athletics area
W29,Contact with other powered hand tools and household machinery: Street and highway
W29,Contact with other powered hand tools and household machinery: Trade and service area
W29,Contact with other powered hand tools and household machinery: Industrial and construction area
W29,Contact with other powered hand tools and household machinery: Farm
W29,Contact with other powered hand tools and household machinery: Other specified places
W29,Contact with other powered hand tools and household machinery: Unspecified place
W30,Contact with agricultural machinery: Home
